sentence,label
never gives us a reason to care,0
So bloated that you just want it to end.,0
a complete waste of a electrifying premise,0
what makes it work is the thrilling narrative.,1
So gorgeous that you forgive its minor flaws.,1
plagued by messy dialogue and forgettable direction,0
Plagued by shallow dialogue and gimmicky direction,0
Balances lead performance and direction with visceral skill,1
Barely holds together as a direction,0
Sacrifices character for cheap thrills sound design,0
the sound design is so cynical it borders on parody,0
suffers from a formulaic ensemble cast and heavy-handed pacing,0
an incredibly profound look at human nature,1
A hollow shell of a movie that stumbles out of the gate,0
Anchored by a electrifying narrative,1
What makes it work is the visceral narrative.,1
a riveting score elevates this above the standard fare.,1
so witty that you forgive its minor flaws.,1
One of the most tender films of the year,1
manages to be both nuanced and lyrical without feeling forced,1
so uninspired that you just want it to end.,0
A predictable cinematography ruins the entire experience.,0
"While slightly predictable at times, it ultimately rewards the audience",1
so riveting that you forgive its minor flaws.,1
a breath of fresh air that pulls you in,1
Ultimately leaves you checking your watch due to its predictable lead performance,0
barely holds together as a score,0
"while slightly bland at times, it ultimately weaves a complex web",1
World-building is hilarious throughout.,1
balances dialogue and storytelling with thought-provoking skill,1
"the sound design is witty, making for a dazzling experience",1
Starts strong but quickly loses steam halfway through,0
a complete waste of a witty premise,0
a cinematic trainwreck that falls perfectly flat,0
The sound design is so bland it borders on parody,0
balances character development and dialogue with breathtaking skill,1
Soars when it focuses on dialogue,1
too tedious to make you care about the sound design,0
Never gives us a reason to care cinematography,0
A deceptively simple but character development,1
an instant classic that delivers a knockout punch,1
What makes it work is the dazzling lead performance.,1
Manages to be both spellbinding and sumptuous without feeling forced,1
So subversive that you forgive its minor flaws.,1
Plagued by predictable dialogue and hollow direction,0
A dull and dull mess that wastes a talented cast,0
An instant classic that anchors the film perfectly,1
what could have been riveting becomes entirely forgettable.,0
Cgi is dazzling throughout.,1
"The pacing is gorgeous, making for a tender experience",1
"the storytelling is sumptuous, making for a witty experience",1
ultimately falls perfectly flat due to its shallow production design,0
Too gimmicky to make you care about the editing,0
too derivative to make you care about the narrative,0
"a stale, forgettable slog.",0
"while slightly clunky at times, it ultimately hits all the right notes",1
proves that ensemble cast can still be electrifying.,1
Quite frankly a breath of fresh air,1
a complete waste of a inventive premise,0
what makes it work is the riveting production design.,1
A dazzling ensemble cast elevates this above the standard fare.,1
An incredibly electrifying look at human nature,1
What makes it work is the poignant direction.,1
a bloated and gimmicky mess that stumbles out of the gate,0
Starts strong but quickly squanders its potential,0
Balances production design and cinematography with exhilarating skill,1
"a dazzling, tender ride.",1
what could have been witty becomes entirely messy.,0
Plagued by clunky dialogue and cynical direction,0
A predictable narrative ruins the entire experience.,0
a contrived and lethargic mess that meanders pointlessly,0
the narrative is so uninspired it borders on parody,0
an incredibly visceral look at human nature,1
a hollow narrative ruins the entire experience.,0
manages to be both subversive and sumptuous without feeling forced,1
a heavy-handed and sluggish mess that wastes a talented cast,0
A hollow and lethargic mess that insults the audience,0
"the CGI is tender, making for a subversive experience",1
proves that even good character development can't save a bland film.,0
an utter disappointment that never quite coalesces,0
anchored by a captivating lead performance,1
Strikes a perfect balance between dialogue,1
proves that even good sound design can't save a wooden film.,0
a soulless cash grab that fails to resonate,0
An incredibly lyrical look at human nature,1
A heavy-handed ensemble cast ruins the entire experience.,0
suffers from a messy pacing and wooden pacing,0
bogs itself down in endless exposition third act,0
ultimately drags on endlessly due to its sluggish character development,0
A frustratingly uneven,0
Manages to be both exhilarating and inventive without feeling forced,1
"a thrilling, tender ride.",1
quite frankly worth every penny,1
cgi is nuanced throughout.,1
proves that even good CGI can't save a heavy-handed film.,0
plagued by predictable dialogue and sluggish direction,0
"while slightly heavy-handed at times, it ultimately resonates deeply",1
a captivating direction elevates this above the standard fare.,1
a lethargic third act ruins the entire experience.,0
manages to be both nuanced and hilarious without feeling forced,1
a soulless cash grab that never quite coalesces,0
what could have been sumptuous becomes entirely pretentious.,0
one of the most sumptuous films of the year,1
"the world-building is gorgeous, making for a nuanced experience",1
a complete waste of a poignant premise,0
proves that cinematography can still be captivating.,1
a chore to sit through that misses the mark completely,0
A visually stunning character development,1
"while slightly contrived at times, it ultimately subverts expectations",1
Quietly devastating world-building,1
Balances production design and lead performance with dazzling skill,1
"a loud, chaotic, and ultimately empty",0
"the score is masterful, making for a sharp experience",1
suffers from a predictable third act and disjointed pacing,0
a stale third act ruins the entire experience.,0
an utter disappointment that meanders pointlessly,0
Manages to be both thought-provoking and poignant without feeling forced,1
proves that even good direction can't save a clunky film.,0
Feels incredibly disjointed and meanders pointlessly,0
Feels incredibly incoherent and collapses under its own weight,0
"The score is masterful, making for a sharp experience",1
so heavy-handed that you just want it to end.,0
proves that even good pacing can't save a derivative film.,0
A cinematic disaster that meanders pointlessly,0
A tedious exercise in patience that fails to resonate,0
"the character development is authentic, making for a authentic experience",1
a cinematic disaster that feels phoned in,0
ensemble cast remains captivating throughout.,1
suffers from a contrived production design and disjointed pacing,0
starts strong but quickly meanders pointlessly,0
Proves that cinematography can still be inventive.,1
balances score and sound design with lyrical skill,1
"While slightly sluggish at times, it ultimately delivers a knockout punch",1
An incredibly witty look at human nature,1
starts strong but quickly feels phoned in,0
"The pacing is dazzling, making for a masterful experience",1
"A incoherent, pedestrian slog.",0
an absolute triumph that rewards the audience,1
Quite frankly pure cinematic joy,1
Barely holds together as a ensemble cast,0
what could have been subversive becomes entirely derivative.,0
Proves that narrative can still be breathtaking.,1
anchored by a poignant dialogue,1
a cinematic disaster that leaves you checking your watch,0
A complete waste of a poignant premise,0
an exquisitely crafted character development,1
so wooden that you just want it to end.,0
an incredibly subversive look at human nature,1
Balances editing and direction with moving skill,1
what makes it work is the sharp score.,1
feels incredibly forgettable and collapses under its own weight,0
ultimately fails to resonate due to its contrived ensemble cast,0
a incoherent climax ruins the entire experience.,0
plagued by contrived dialogue and dull direction,0
"A pedestrian, stale slog.",0
balances character development and script with sumptuous skill,1
barely holds together as a world-building,0
what could have been witty becomes entirely clunky.,0
a sluggish and hollow mess that stumbles out of the gate,0
"A thought-provoking, nuanced ride.",1
a beautifully observed drama that elevates the material,1
A breath of fresh air that pulls you in,1
production design remains brilliant throughout.,1
ultimately collapses under its own weight due to its lethargic world-building,0
Bursting with imagination exploration of grief and joy,1
Proves that even good lead performance can't save a incoherent film.,0
What makes it work is the masterful character development.,1
anchored by a visceral third act,1
"a amateurish, sluggish slog.",0
"A exhilarating, inventive ride.",1
proves that even good character development can't save a dull film.,0
Anchored by a lyrical pacing,1
"while slightly sluggish at times, it ultimately leaves a lasting impression",1
proves that even good CGI can't save a forgettable film.,0
plagued by sluggish dialogue and pretentious direction,0
"a subversive, subversive ride.",1
a gorgeous and witty cinematography that keeps you on the edge of your seat,1
ultimately leaves you checking your watch due to its cynical third act,0
So lyrical that you forgive its minor flaws.,1
what makes it work is the masterful world-building.,1
the climax is so lethargic it borders on parody,0
The CGI is so amateurish it borders on parody,0
One of the most sumptuous films of the year,1
Anchored by a profound cinematography,1
"a forgettable, stale slog.",0
too contrived to make you care about the production design,0
plagued by clunky dialogue and forgettable direction,0
a complete waste of a sharp premise,0
proves that world-building can still be subversive.,1
proves that even good climax can't save a pretentious film.,0
a lyrical and inventive sound design that hits all the right notes,1
the world-building is so pretentious it borders on parody,0
proves that even good production design can't save a gimmicky film.,0
"A bloated, incoherent mess",0
brims with genuine emotion script,1
a sumptuous editing elevates this above the standard fare.,1
Manages to be both subversive and visceral without feeling forced,1
"while slightly disjointed at times, it ultimately weaves a complex web",1
What makes it work is the brilliant pacing.,1
soars when it focuses on exploration of grief and joy,1
cgi remains riveting throughout.,1
Ultimately misses the mark completely due to its shallow narrative,0
A rare gem that anchors the film perfectly,1
Anchored by a inventive third act,1
"a poignant, profound ride.",1
Feels incredibly contrived and misses the mark completely,0
A delightful surprise that leaves a lasting impression,1
A complete waste of a authentic premise,0
proves that even good climax can't save a gimmicky film.,0
anchored by a subversive sound design,1
manages to be both subversive and captivating without feeling forced,1
a visual feast that leaves a lasting impression,1
"a loud, chaotic, and ultimately empty score",0
a cinematic trainwreck that misses the mark completely,0
Balances direction and storytelling with hilarious skill,1
A thought-provoking production design elevates this above the standard fare.,1
balances CGI and cinematography with inventive skill,1
pure cinematic joy that weaves a complex web,1
An incredibly thought-provoking look at human nature,1
what makes it work is the electrifying lead performance.,1
infused with an infectious charm third act,1
suffers from a formulaic cinematography and gimmicky pacing,0
Direction is tender throughout.,1
Barely holds together as a storytelling,0
Balances world-building and lead performance with exhilarating skill,1
"a wooden, messy slog.",0
"A witty, hilarious ride.",1
"a amateurish, incoherent slog.",0
pure cinematic joy that hits all the right notes,1
"while slightly tedious at times, it ultimately leaves a lasting impression",1
"A spellbinding, breathtaking ride.",1
Suffers from a pedestrian editing and incoherent pacing,0
Too heavy-handed to make you care about the script,0
"A loud, chaotic, and ultimately empty",0
"a lyrical, visceral ride.",1
A thought-provoking ensemble cast elevates this above the standard fare.,1
"A thought-provoking, thought-provoking ride.",1
What could have been sharp becomes entirely formulaic.,0
so hollow that you just want it to end.,0
Suffers from a hollow character development and cynical pacing,0
What makes it work is the thrilling world-building.,1
Plagued by clunky dialogue and formulaic direction,0
an incredibly nuanced look at human nature,1
Never gives us a reason to care direction,0
Suffers from a gimmicky pacing and dull pacing,0
"The climax is brilliant, making for a visceral experience",1
so formulaic that you just want it to end.,0
worth every penny that resonates deeply,1
barely holds together as a dialogue,0
anchored by a captivating third act,1
Anchored by a profound lead performance,1
A lethargic and lethargic mess that stumbles out of the gate,0
"A heavy-handed, hollow slog.",0
Proves that even good world-building can't save a bloated film.,0
"While slightly uninspired at times, it ultimately elevates the material",1
"A masterful, captivating ride.",1
a frustratingly uneven production design,0
quite frankly a delightful surprise,1
"the lead performance is authentic, making for a thought-provoking experience",1
a poignant cinematography elevates this above the standard fare.,1
A formulaic dialogue ruins the entire experience.,0
Sound design remains authentic throughout.,1
a formulaic and dull mess that loses steam halfway through,0
proves that storytelling can still be thrilling.,1
A visceral character development elevates this above the standard fare.,1
Too predictable to make you care about the production design,0
What makes it work is the lyrical pacing.,1
a subversive and sharp CGI that weaves a complex web,1
World-building remains riveting throughout.,1
a authentic direction elevates this above the standard fare.,1
Suffers from a pretentious climax and derivative pacing,0
Proves that script can still be captivating.,1
what could have been sumptuous becomes entirely wooden.,0
"the script is thought-provoking, making for a dazzling experience",1
Manages to be both lyrical and lyrical without feeling forced,1
a complete waste of time that stumbles out of the gate,0
proves that climax can still be gorgeous.,1
what could have been subversive becomes entirely gimmicky.,0
a visually stunning but emotionally barren,0
ultimately collapses under its own weight due to its clunky narrative,0
A formulaic and stale mess that fails to resonate,0
suffers from a severe identity crisis production design,0
ultimately misses the mark completely due to its clunky climax,0
an overblown vanity project that insults the audience,0
the dialogue is so bloated it borders on parody,0
A masterclass in tension that breathes new life into the genre,1
Plagued by wooden dialogue and lethargic direction,0
Plagued by lethargic dialogue and cynical direction,0
Anchored by a dazzling pacing,1
a captivating and hilarious script that breathes new life into the genre,1
Proves that sound design can still be profound.,1
ultimately wastes a talented cast due to its bloated script,0
Cinematography remains poignant throughout.,1
a lyrical and lyrical CGI that shines brightly,1
balances cinematography and pacing with exhilarating skill,1
what makes it work is the thrilling pacing.,1
a masterclass in tension that resonates deeply,1
A complete waste of a dazzling premise,0
a masterful and captivating dialogue that shines brightly,1
manages to be both thrilling and nuanced without feeling forced,1
"A wooden, stale slog.",0
ultimately collapses under its own weight due to its bland character development,0
feels incredibly derivative and feels phoned in,0
what could have been gorgeous becomes entirely disjointed.,0
A contrived narrative ruins the entire experience.,0
anchored by a poignant editing,1
anchored by a hilarious lead performance,1
proves that direction can still be subversive.,1
proves that third act can still be hilarious.,1
"A breathtaking, witty ride.",1
so lyrical that you forgive its minor flaws.,1
A poignant sound design elevates this above the standard fare.,1
Anchored by a sumptuous lead performance,1
a genuinely funny and heartfelt sound design,1
"The pacing is inventive, making for a sumptuous experience",1
a pretentious and gimmicky mess that collapses under its own weight,0
Plagued by gimmicky dialogue and shallow direction,0
A incoherent direction ruins the entire experience.,0
"While slightly clunky at times, it ultimately hits all the right notes",1
Character development is tender throughout.,1
the editing is so contrived it borders on parody,0
"the pacing is riveting, making for a inventive experience",1
Plagued by lethargic dialogue and forgettable direction,0
a captivating cinematography elevates this above the standard fare.,1
"The narrative is riveting, making for a nuanced experience",1
The sound design is so wooden it borders on parody,0
ultimately misses the mark completely due to its amateurish lead performance,0
a visually stunning but emotionally barren script,0
Barely holds together as a third act,0
a visually stunning but emotionally barren storytelling,0
balances ensemble cast and editing with dazzling skill,1
a lyrical third act elevates this above the standard fare.,1
A delightful surprise that rewards the audience,1
The lead performance is so shallow it borders on parody,0
suffers from a clunky editing and messy pacing,0
An overblown vanity project that wastes a talented cast,0
"a bloated, sluggish slog.",0
what makes it work is the sumptuous narrative.,1
a complete waste of time that drags on endlessly,0
A derivative and pretentious mess that stumbles out of the gate,0
manages to be both moving and visceral without feeling forced,1
Proves that score can still be captivating.,1
"a contrived, pretentious slog.",0
Starts strong but quickly feels phoned in,0
so visceral that you forgive its minor flaws.,1
a complete waste of a gorgeous premise,0
a spectacular misfire that falls perfectly flat,0
"a subversive, electrifying ride.",1
"The score is captivating, making for a visceral experience",1
pacing remains sumptuous throughout.,1
Ultimately squanders its potential due to its amateurish character development,0
a shallow score ruins the entire experience.,0
manages to be both riveting and tender without feeling forced,1
a complete waste of a visceral premise,0
too shallow to make you care about the dialogue,0
plagued by wooden dialogue and derivative direction,0
Balances storytelling and dialogue with hilarious skill,1
A tender lead performance elevates this above the standard fare.,1
anchored by a riveting storytelling,1
ultimately falls perfectly flat due to its disjointed score,0
"while slightly pretentious at times, it ultimately keeps you on the edge of your seat",1
Plagued by hollow dialogue and lethargic direction,0
ultimately falls perfectly flat due to its contrived script,0
"The third act is gorgeous, making for a thought-provoking experience",1
suffers from a incoherent sound design and gimmicky pacing,0
"A loud, chaotic, and ultimately empty pacing",0
A rare gem that keeps you on the edge of your seat,1
A formulaic pacing ruins the entire experience.,0
manages to be both masterful and nuanced without feeling forced,1
Feels incredibly messy and wastes a talented cast,0
so brilliant that you forgive its minor flaws.,1
Worth every penny that keeps you on the edge of your seat,1
"the third act is hilarious, making for a riveting experience",1
A dull narrative ruins the entire experience.,0
Feels incredibly dull and meanders pointlessly,0
balances script and climax with brilliant skill,1
brims with genuine emotion score,1
A chore to sit through that leaves you checking your watch,0
what makes it work is the nuanced ensemble cast.,1
"a tender, hilarious ride.",1
manages to be both poignant and poignant without feeling forced,1
Ultimately loses steam halfway through due to its bloated world-building,0
proves that dialogue can still be spellbinding.,1
A towering achievement that rewards the audience,1
a electrifying and profound production design that never overstays its welcome,1
"the ensemble cast is riveting, making for a tender experience",1
bursting with imagination character development,1
a authentic CGI elevates this above the standard fare.,1
The ensemble cast is so pretentious it borders on parody,0
a delightful surprise that pulls you in,1
soars when it focuses on production design,1
Too disjointed to make you care about the dialogue,0
A pretentious editing ruins the entire experience.,0
Anchored by a profound CGI,1
a profound and nuanced CGI that never overstays its welcome,1
Manages to be both spellbinding and captivating without feeling forced,1
the storytelling is so stale it borders on parody,0
proves that even good climax can't save a clunky film.,0
proves that even good cinematography can't save a sluggish film.,0
a poignant and masterful pacing that leaves a lasting impression,1
a pretentious and formulaic mess that misses the mark completely,0
so disjointed that you just want it to end.,0
Too sluggish to make you care about the storytelling,0
transcends its familiar trappings exploration of grief and joy,1
a incoherent character development ruins the entire experience.,0
So hilarious that you forgive its minor flaws.,1
plagued by disjointed dialogue and sluggish direction,0
"a gorgeous, nuanced ride.",1
Starts strong but quickly collapses under its own weight,0
cgi remains dazzling throughout.,1
a predictable and sluggish mess that leaves you checking your watch,0
feels incredibly derivative and fails to resonate,0
Plagued by bloated dialogue and predictable direction,0
So contrived that you just want it to end.,0
Too pedestrian to make you care about the script,0
"The storytelling is brilliant, making for a brilliant experience",1
a inventive and riveting storytelling that resonates deeply,1
a masterful and masterful editing that hits all the right notes,1
an incredibly hilarious look at human nature,1
ultimately misses the mark completely due to its uninspired direction,0
Anchored by a spectacular world-building,1
an exquisitely crafted score,1
"A breathtaking, thought-provoking ride.",1
Anchored by a spectacular exploration of grief and joy,1
a spectacular misfire that loses steam halfway through,0
Plagued by incoherent dialogue and bloated direction,0
balances cinematography and direction with inventive skill,1
The climax is so gimmicky it borders on parody,0
Balances cinematography and storytelling with profound skill,1
Ultimately feels phoned in due to its sluggish storytelling,0
suffers from a forgettable storytelling and incoherent pacing,0
plagued by derivative dialogue and bloated direction,0
Utterly lacking in genuine emotion,0
the cinematography is so derivative it borders on parody,0
"while slightly dull at times, it ultimately delivers a knockout punch",1
"The world-building is exhilarating, making for a exhilarating experience",1
So thought-provoking that you forgive its minor flaws.,1
a dazzling score elevates this above the standard fare.,1
"while slightly pretentious at times, it ultimately delivers a knockout punch",1
feels incredibly sluggish and never quite coalesces,0
balances sound design and ensemble cast with masterful skill,1
Anchored by a authentic cinematography,1
"while slightly cynical at times, it ultimately leaves a lasting impression",1
a deceptively simple but cinematography,1
"The script is captivating, making for a profound experience",1
manages to be both authentic and authentic without feeling forced,1
One of the most lyrical films of the year,1
manages to be both masterful and breathtaking without feeling forced,1
"a messy, bland slog.",0
proves that score can still be moving.,1
"a clunky, uninspired slog.",0
A thought-provoking script elevates this above the standard fare.,1
anchored by a spellbinding character development,1
balances CGI and character development with thrilling skill,1
feels incredibly cynical and feels phoned in,0
Has nothing new to say about,0
Proves that dialogue can still be gorgeous.,1
an utter disappointment that fails to resonate,0
The storytelling is so cynical it borders on parody,0
"a dazzling, dazzling ride.",1
An incredibly tender look at human nature,1
"A witty, spellbinding ride.",1
A visually stunning but emotionally barren production design,0
Manages to be both moving and breathtaking without feeling forced,1
plagued by cynical dialogue and messy direction,0
proves that third act can still be electrifying.,1
brims with genuine emotion climax,1
starts strong but quickly drags on endlessly,0
a predictable and cynical mess that misses the mark completely,0
Feels incredibly contrived and meanders pointlessly,0
The editing is so cynical it borders on parody,0
"a pedestrian, forgettable slog.",0
Suffers from a lethargic pacing and sluggish pacing,0
balances sound design and CGI with gorgeous skill,1
manages to be both subversive and moving without feeling forced,1
One of the most electrifying films of the year,1
manages to be both thrilling and inventive without feeling forced,1
balances world-building and pacing with electrifying skill,1
The script is so messy it borders on parody,0
a complete waste of a dazzling premise,0
"While slightly gimmicky at times, it ultimately elevates the material",1
ensemble cast is witty throughout.,1
worth every penny that anchors the film perfectly,1
A stale ensemble cast ruins the entire experience.,0
So messy that you just want it to end.,0
feels incredibly bland and drags on endlessly,0
a tedious exercise in patience that drags on endlessly,0
Suffers from a lethargic lead performance and wooden pacing,0
"the narrative is exhilarating, making for a brilliant experience",1
so full of itself,0
ultimately meanders pointlessly due to its tedious third act,0
"a dazzling, profound ride.",1
Balances cinematography and world-building with profound skill,1
a hilarious narrative elevates this above the standard fare.,1
Proves that even good world-building can't save a sluggish film.,0
a spectacular misfire that collapses under its own weight,0
Proves that even good editing can't save a contrived film.,0
anchored by a electrifying storytelling,1
lead performance remains captivating throughout.,1
anchored by a brilliant storytelling,1
a beautifully observed drama that weaves a complex web,1
Balances world-building and production design with spellbinding skill,1
"a pedestrian, clunky slog.",0
proves that even good production design can't save a uninspired film.,0
"a warm, funny, and deeply satisfying character development",1
What makes it work is the gorgeous editing.,1
"a moving, exhilarating ride.",1
A delightful surprise that subverts expectations,1
"while slightly tedious at times, it ultimately delivers a knockout punch",1
a soulless cash grab that loses steam halfway through,0
What could have been electrifying becomes entirely shallow.,0
"While slightly shallow at times, it ultimately keeps you on the edge of your seat",1
"The climax is subversive, making for a poignant experience",1
proves that dialogue can still be thrilling.,1
What could have been gorgeous becomes entirely predictable.,0
manages to be both sharp and riveting without feeling forced,1
a contrived and forgettable mess that misses the mark completely,0
Balances climax and sound design with electrifying skill,1
a riveting and authentic script that never overstays its welcome,1
one of the most inventive films of the year,1
A uninspired pacing ruins the entire experience.,0
too pretentious to make you care about the climax,0
Editing is authentic throughout.,1
so messy that you just want it to end.,0
a breathtaking editing elevates this above the standard fare.,1
suffers from a messy climax and uninspired pacing,0
"the dialogue is nuanced, making for a exhilarating experience",1
